code_id,code_snippet,code_length,num_functions,num_classes,num_variables,num_comments,comment_density,num_imports,use_of_recursion,use_of_lambda,num_loops,complexity_score,execution_time,ai_generated
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,11.41,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,6.87,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,5.39,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,10.54,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.75,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.98,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,7.38,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,4.96,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,2.93,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,9.77,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,8.89,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.59,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,2.83,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,4.5,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.03,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,5.21,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,1.04,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,1.05,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,6.53,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,1.52,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,3.82,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,1.61,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,3.45,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,6.55,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,5.99,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,4.49,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,0.86,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,9.97,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,0.49,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,1.6,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,1.65,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,0.23,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,0.87,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,0.39,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,4.04,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,0.73,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,1.5,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,3.27,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,8.4,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,3.96,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,0.66,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.63,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,1.16,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,1.3,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,0.25,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,0.72,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.59,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,4.33,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,2.59,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,4.63,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,0.79,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,12.0,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.78,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,3.15,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,6.18,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,1.84,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,1.55,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,8.73,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,1.3,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,2.81,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,2.09,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.02,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,1.54,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,2.17,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,7.73,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,0.51,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,7.54,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,7.14,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,8.29,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,1.3,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,4.65,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,4.6,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,1.76,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,3.44,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,3.02,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,8.59,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,11.78,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,1.87,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.04,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,2.93,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,7.15,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,2.22,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,1.87,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,0.59,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,1.37,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,0.18,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,0.56,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,3.99,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,1.85,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,1.34,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.26,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,4.47,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,1.21,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,6.03,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.64,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,1.33,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,3.0,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,1.07,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,5.69,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,5.29,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,9.91,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,3.06,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,1.69,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,8.16,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,1.73,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,3.27,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,8.91,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,2.72,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,8.59,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.33,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.38,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,7.7,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,7.1,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,6.88,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,2.88,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,3.53,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,1.71,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,0.99,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,8.54,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,4.21,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,0.65,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,0.75,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,1.2,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,4.19,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,2.63,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,2.54,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,8.47,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,2.16,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,11.39,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.3,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,0.71,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,7.14,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,8.07,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,6.66,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,2.15,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,4.93,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,0.98,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,4.58,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,3.3,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,0.82,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,1.3,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,7.79,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,1.75,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,0.39,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,1.83,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,7.56,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,1.41,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,0.79,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.88,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,4.95,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,0.68,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,1.61,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,2.28,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,0.75,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,11.55,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,3.61,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,0.13,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,2.17,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,3.14,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,0.72,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,1.25,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,8.56,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,6.39,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,0.46,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,9.41,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,4.44,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.21,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,1.96,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,10.28,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,4.52,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,5.21,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,1.94,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,2.78,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,6.39,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,10.3,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,2.88,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,1.37,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,2.55,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.67,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,0.96,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,6.48,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,3.88,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.75,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,2.19,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,2.0,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,2.86,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,0.43,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,5.92,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,1.35,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,1.32,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,2.84,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,2.14,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,1.41,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,5.71,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.54,1
03020544,"x = lambda a, b: a + b
print(x(3, 4))",37,0,0,1,0,0.0,0,0,1,0,0,2.71,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,2.64,1
edce6fd4,def factorial(n): return 1 if n == 0 else n * factorial(n - 1),62,1,0,0,0,0.0,0,1,0,0,3,4.89,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,0.24,1
a6a08557,"def fib(n): a, b = 0, 1
 for _ in range(n): a, b = b, a + b
 return a",69,1,0,2,0,0.0,0,0,0,1,2,1.52,1
5344eebc,"import numpy as np
arr = np.array([1, 2, 3])
print(arr.mean())",62,0,0,1,0,0.0,1,0,0,0,0,2.96,1
04bd1e86,"import random
def random_numbers(n): return [random.randint(1, 100) for _ in range(n)]",86,1,0,0,0,0.0,1,0,0,1,2,5.39,1
